"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Congo, Dem. Rep.","COD","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","62509199.999143","15007100","12087169.999969","32089879.999939","39834959.996797","21395679.996791","20543809.996181","67608399.993753","140290199.985392","199438799.975921","189252249.954685","153653095.75602","217548447.26437","337127202.46485","212045970.96534","84371373.58004","85310592.9729","176753441.3","195357248.09561","335712079.59988","379781000","293853319.17598","226201062.19957","269424541.47903","281037799.999534","335223699.79981","451170300","417014292.8","371552500","281700958.4","260650000","193104400","166061000","54794299.78","131421000","157429000","82500000","","","","","","73858377.0115894","97757334.7115208","236242019.069964","131200262.11879","154503796.83816","180677440.80882","77733372.07829","1035381182.63296","1299650365.73679","1267501775.21456","1632551683.1266","1678465604.68","1556984728.9922","1215934363.91632","708160453.561459",
"Congo, Rep.","COG","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","5060000","3160000","8380000","1690000","652999.999347","6192999.999347","6182999.999227","2622999.999097","7407366.39691579","5741698.4003587","8884792.31372061","10820097.7549884","10337995.3588247","7858054.05743701","24101168.0237722","13814494.2292064","12168217.9147257","14453690.58751","11350142.9370045","48069337.2925346","92619325.6866554","127900273.232784","42223150.2316027","11709235.8757045","7535940.98571729","7593098.45109822","11157511.9838885","8771598.03670412","9257976.95818244","10552475.4392852","10192497.6887591","8694634.50219086","7714243.2695886","5684242.78785067","54626029.4761159","63605445.4771628","95102841.6102903","63149533.1344249","4043313.02044548","42583557.1373533","225059393.200084","71990506.5047918","35447843.6045166","39441157.8535951","124471469.578663","737537437.280618","1848005216.84701","2183569354.19278","3881458051.21878","3806250346.64252","4446850230.64598","5641136490.73745","5549563323.25414","5245011510.0221","4926098410.13882","2221497178.40389","714351876.609689",
"Colombia","COL","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","171352399.972771","140367100","85129029.998371","87126679.998229","104193839.998343","96119999.999","77125659.999286","83187199.999114","179123399.999114","221153599.999257","207221819.999454","205495964.29167","336885453.38246","564310854.9377","511097542.93622","632587476.54049","1291230263.03043","2032781135.9","2809626761.8922","5030067727.95443","6473763417.8002","6078499636.92893","5605397235.65858","3511997681.54924","1785514714.69863","2197344984.19999","3481140948.9","3416294851.4","3699868639","3862356780","4868520451.8","6838511906","7907619250","8048472823.378","8102672937.449","8451977694.1312","9938021787.14984","9906526074.42775","8753949910.15631","8103045719.5212","9005871329.17352","10244081768.3605","10844466332.7173","10920223372.0695","13536935664.4634","14954556694.0346","15437167216.86","20951443767.55","23670593457.6694","24987458183.0098","28076151760.3903","31895551158.6282","36997795909.421","43158796415.04","46809448377.1666","46222892915.4639","46173771602.6794",
"Comoros","COM","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","6372622.9997","8391639.59999","10831267.4454765","11014961.3318891","3685178.28898041","11934096.5598153","17769156.0659209","30950319.2859593","23775256.5808415","31002075.3057712","29914188.8682382","29376988.2109708","27281152.5304221","39023656.6091886","44412094.1325643","44871595.1912516","50918862.2076236","40648723.8535024","39309125.1163749","37315505.9317969","43370720.158848","62479685.0924576","80135343.8625116","94540111.8398938","103991909.006843","86095119.6006439","93890571.0613997","117643067.382851","112663907.119211","150899364.250741","146075846.898406","156064596.885838","195019558.3626","174071480.465942","171159562.37072","200562420.839391","159412105.659199",
"Cabo Verde","CPV","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","32695172.5897079","42023598.8212986","39368391.7651466","42321954.6094556","42401305.2280305","37829163.2767261","42738963.1933362","45902514.7331669","40990517.0650701","55357733.38548","56359503.091948","80730245.0065374","81332707.9306997","74738034.2622766","76969365.1294999","65100093.6856326","75755925.9088234","57690218.32","42078709.3001","36891764.2661955","27566289.0279874","19323245.8312108","8316974.00268145","42616414.6313776","28257100.8607051","45425897.50647","79797207.5013133","93606389.2518729","139530729.28963","173970607.269705","254455343.353663","364462266.297346","361467111.571887","397876704.613017","382190168.481109","338617844.271686","375841715.030827","475334071.342881","510930784.893481","494495560.002126","572736750.383109",
"Costa Rica","CRI","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","13460727.5985604","6263920.65","12599154.9695404","15619750.6799404","18612133.5199404","19822133.5199404","17096303.4899404","18166899.1999404","20946024.8999404","29156899.1979204","16386168.2637104","29789081.22965","44482139.59573","55175260.74584","53239717.49804","57175047.34619","103437861.44876","202573232.8","212000518.18922","163150455.988","196831741","142904172.499929","249778697.99966","344714189.996968","412066217.199977","525326850.39998","550496782.9","519159164.6","676709064.25","745844325.4","524889932.4","930999963.1","1031845199.75","1037650466.82139","906223479.31405","1059760086.98126","1000948829.4022","1262391827.15746","1063939843.68359","1460959404.18196","1318296348.20117","1330363595.57583","1502388879.18472","1840008313.44515","1922625816.60739","2313689256.57575","3117011486.44139","4115350455.921","3800532470.16315","4066199664.77296","4627251478.11838","4755830665.06231","6856696362.70289","7330880705.79984","7211432698.28076","7833931466.53126","7573806492.75495",
"Caribbean small states","CSS","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1854525555.86592","1934445413.40782","1835297072.6257","1614875505.58659","1915433546.93584","1791049000","1973164040.24581",
"Cayman Islands","CYM","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","27400000","44700000","52349999.99805","65749999.99805","66209999.99999","83709999.99999","98209999.99999","103459999.99784","158823199.995782","176995599.995342","209954359.989212","287347293.58584","331069127.38306","336702695.98304","329904213.98956","257680426.38996","332174693.59208","386060873.9","445800877.9918","588072106.68401","638921681.39346","608833243.19658","732893597.599381","694186207.49515","682055895.399541","745365415.9952","932172093","1095724267","1116203268","1308045296","1683639432","1552478618.5","1180838000","1276350873.04","1640273817.45545","1294935266.01034","1704484150.70796","1525648569.4755","1512684181.81037","1967461069.71329","1868515551.89069","2396061109.10435","3181358047.94032","3450932639.90708","4113824174.51174","4429824674.1273","5942554105.7568","6506542509.056","1004746555.40366","1281245173.70282","1141718167.93094","1187123277.38955","1191085667.55068","916262005.14","893891173.35885","807868765.1106","812488288.22862",
"Czech Republic","CZE","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4551181369.3","6948563349.6217","14612514155.024","13084766354.758","10035803025.8832","12624991439.2754","12935556425.9384","13141569753.3727","14463996078.863","23707070644.6402","26955067755.6512","28451131839.3705","29553533243.6102","31456871114.5707","34907225420.5585","37021635006.9227","41608025193.9671","42482656052.1115","40283021631.2917","44884691159.7428","56217653239.2376","54495073761.5879","64490290100.9687","85725302882.1943",
"Germany","DEU","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","7083840799.60646","7180500799.36272","6964883189.37745","7659475439.33812","7895954158.96612","7445164398.79778","8052102608.62024","8176361998.82748","10843279098.355","7152711599.58157","13878868478.7115","19312512068.3673","26942088801.4375","41407645826.4055","49293768097.7698","42710980445.1677","45867194054.62","54220825708.5","75286196232.0193","101318435634.552","104701714445.761","81553670077.7","88250240474.1438","78986123146.3792","69485150709.5048","75504366416.125","88940640955.1","124833913793.4","97575995174","98876643504.8","104547305993.2","96657194691","122685796250","114821966008.04","113840950451.909","121816107023.497","118323154082.742","105207930249.604","108265165068.598","93407179367.6352","87496881067.2146","82131888851.773","89142520354.3872","96835205037.5402","97169984281.7501","101675936214.081","111637054560.357","135932296345.311","138564427417.114","179040269400.033","215977859080.438","234104163353.968","248856492402.007","198535181129.2","193484844885.189","173730921329.72","184031310247.194",
"Djibouti","DJI","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","44933881.7492346","50941035.6912421","53615749.4864653","63525623.3532346","64361021.4354972","59152639.7124347","93639298.3387118","99996798.0910691","83401894.0220908","75101449.9661127","73758752.8481","72155534.12109","76970780.17172","66567643.7115","66454893.44868","70605909.33517","67804574.81469","70308696.82462","73707744.65984","100129582.2342","93939061.49455","89264775.17819","120326696.0764","132137440.023763","175495411.432042","241831906.95305","248997839.53053","244112138.240297","248630001.304803","424961517.691984","393148433.768386","364857279.791064","407414255.059848",
"Dominica","DMA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","","","","","","","","","","","","","345257.868423461","1172592.59260178","2230370.37039185","1925185.18519592","9835555.55563354","5078148.14819336","3056994.221529","4329401.19236085","1478779.9996","5249802.1","3270984.19999","9593015.8","18427248.6","14063592","11683672.8","14462985.2","17768608.6","20410000","19915109.16","15414832.076","22123442.32907","22894379.6","23892440.085","27665292.76696","31574051.13212","29372786.75874","31224517.74496","45497423.6170133","47735245.6296033","42321834.6759937","49172196.7975111","63047100.2252148","60522068.7089907","55150083.3729759","75464029.00878","76099711.4505863","81120952.397198","94562315.5777254","87050886.9367238","101447742.927629","126225918.96864","221907762.19687",
"Denmark","DNK","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","287547599.963644","282882349.96669","255803819.964064","470635319.964061","645440719.964029","587293839.938828","597676339.930134","535507199.935034","471330199.911422","446662399.996503","487940279.954426","732047631.20297","903601397.66282","1450866899.26163","1195732126.83558","1056989336.45699","1085798236.8511","1906322949.3","3576472702.23344","4075276031.88563","4347047638.85149","3195168704.52212","3009958770.72227","4242150745.17631","3511129320.79837","5961248866.81384","5601247531.7","10854481401.6","11433251483","7053625455.2","11225841697.4","7990191376.6","11596800000","10941475115.48","9680247573.8801","11652292652.8255","14754073287.3858","19613798904.8085","15880870880.1845","22908485894.7994","15695952297.6095","17702199890.5947","27719139940.9686","37997724608.8611","40020823972.9222","34028013777.9641","31083834394.0808","34318339305.8825","42326708102.8888","76617708406.2957","76510012566.2205","84955231791.2683","89697829949.2626","88676585995.6962","75391898442.9736","65185092232.3818","64215802593.197",
